学员 ID,学员姓名,课程类别,课程名称,报名节数/期数,单价（元/节/期）,缴费总额（元）,缴费日期,学员所在城市,缴费方式,课程状态
STU13797,夏伟,亲子游泳,亲子互动班,41,97,3977,2026-02-10,广州,银行卡,已开课
STU13798,尹丽丽,私教课程,私教包月套餐,22,96,2112,2025-09-27,广州,微信支付,已开课
STU13799,王勇,集训课程,暑期集训营,2,2615,5230,2026-01-21,武汉,分期,已结课
STU13800,商博,少儿游泳,少儿蝶泳精英班,36,99,3564,2025-11-16,南京,分期,已结课
STU13801,曾云,私教课程,私教包月套餐,34,139,4726,2025-11-23,杭州,微信支付,已结课
STU13802,阮秀珍,少儿游泳,少儿自由泳提高班,50,221,11050,2025-10-16,南京,支付宝,已报名
STU13803,汤宁,成人游泳,成人减脂游泳班,37,229,8473,2026-02-05,杭州,现金,已结课
STU13804,孔成,集训课程,国庆集训班,1,2599,2599,2025-10-11,西安,银行卡,已结课
STU13805,董莉,少儿游泳,少儿仰泳专项班,19,91,1729,2026-02-19,深圳,支付宝,已结课
STU13806,雷玉英,考级课程,三级考级集训班,15,122,1830,2025-10-11,北京,支付宝,已结课
STU13807,陈明,亲子游泳,亲子水上游戏课,28,112,3136,2026-01-02,西安,现金,已报名
STU13808,张建,考级课程,二级考级专项班,21,200,4200,2025-12-28,成都,微信支付,已结课
STU13809,莫秀兰,成人游泳,成人蛙泳入门班,42,203,8526,2025-10-28,杭州,现金,已退费
STU13810,赵桂芝,集训课程,暑期集训营,2,1872,3744,2025-10-29,深圳,银行卡,已结课
STU13811,罗璐,私教课程,一对三私教课,40,142,5680,2025-12-18,广州,支付宝,已退费
STU13812,周桂珍,成人游泳,成人减脂游泳班,41,244,10004,2025-09-10,北京,银行卡,已开课
STU13813,胡晶,私教课程,一对三私教课,47,200,9400,2025-10-03,武汉,支付宝,已结课
STU13814,徐玉,集训课程,寒假集训营,1,2627,2627,2025-12-24,北京,银行卡,已结课
STU13815,毕健,私教课程,一对一私教课,19,164,3116,2025-11-14,成都,分期,已结课
STU13816,谢博,集训课程,寒假集训营,3,3129,9387,2025-12-27,北京,银行卡,已报名
STU13817,彭明,亲子游泳,亲子水上游戏课,45,217,9765,2025-09-18,南京,分期,已结课
STU13818,张帆,私教课程,私教包月套餐,39,139,5421,2025-11-27,成都,分期,已报名
STU13819,桑丹,私教课程,一对三私教课,37,207,7659,2025-10-24,广州,支付宝,已结课
STU13820,张春梅,少儿游泳,少儿自由泳提高班,28,219,6132,2025-11-30,西安,现金,已退费
STU13821,项瑜,亲子游泳,亲子启蒙班,10,248,2480,2025-10-12,深圳,分期,已开课
STU13822,刘鑫,私教课程,一对三私教课,20,187,3740,2026-01-03,成都,微信支付,已结课
STU13823,吕杨,考级课程,二级考级专项班,23,95,2185,2025-09-13,深圳,支付宝,已结课
STU13824,曲璐,少儿游泳,少儿蛙泳基础班,25,209,5225,2025-12-06,广州,分期,已开课
STU13825,刘秀芳,私教课程,私教包月套餐,45,239,10755,2025-09-20,北京,分期,已结课
STU13826,赵平,少儿游泳,少儿仰泳专项班,23,132,3036,2025-10-21,南京,现金,已结课
STU13827,万磊,成人游泳,成人减脂游泳班,41,122,5002,2025-12-27,上海,银行卡,已退费
STU13828,夏兰英,私教课程,私教包月套餐,49,174,8526,2026-01-27,杭州,银行卡,已退费
STU13829,王晨,私教课程,一对三私教课,49,225,11025,2025-12-04,北京,银行卡,已开课
STU13830,解淑兰,集训课程,寒假集训营,3,2788,8364,2026-01-23,上海,现金,已报名
STU13831,尹鑫,考级课程,二级考级专项班,28,99,2772,2026-02-07,南京,支付宝,已结课
STU13832,杜龙,成人游泳,成人水中健身课,19,95,1805,2026-02-19,西安,分期,已开课
STU13833,季鑫,少儿游泳,少儿蝶泳精英班,30,104,3120,2026-02-04,广州,微信支付,已开课
STU13834,谭建,私教课程,私教包月套餐,28,155,4340,2025-09-16,深圳,微信支付,已结课
STU13835,李玉英,集训课程,寒假集训营,2,2791,5582,2026-02-07,杭州,现金,已开课
STU13836,杨秀荣,考级课程,一级考级冲刺班,29,94,2726,2025-12-02,深圳,支付宝,已结课
STU13837,贺婷婷,少儿游泳,少儿自由泳提高班,28,153,4284,2025-10-15,重庆,支付宝,已退费
STU13838,胡志强,亲子游泳,亲子互动班,28,244,6832,2025-09-06,重庆,银行卡,已报名
STU13839,谢萍,集训课程,暑期集训营,3,3345,10035,2026-02-16,广州,银行卡,已结课
STU13840,田桂芝,私教课程,一对一私教课,11,152,1672,2026-01-01,重庆,银行卡,已报名
STU13841,蓝桂花,集训课程,寒假集训营,1,2165,2165,2025-09-03,上海,分期,已退费
STU13842,张林,少儿游泳,少儿蛙泳基础班,23,157,3611,2025-10-30,杭州,分期,已结课
STU13843,莫飞,亲子游泳,亲子启蒙班,22,134,2948,2026-02-23,重庆,现金,已结课
STU13844,黎东,亲子游泳,亲子水上游戏课,44,186,8184,2025-11-01,杭州,支付宝,已报名
STU13845,罗丽华,少儿游泳,少儿自由泳提高班,11,122,1342,2026-02-26,深圳,分期,已报名
STU13846,赵雪,成人游泳,成人蛙泳入门班,15,154,2310,2025-11-18,西安,微信支付,已开课
STU13847,曹凯,考级课程,等级考试预备班,45,219,9855,2025-09-18,重庆,现金,已结课
STU13848,陈淑英,私教课程,一对三私教课,20,128,2560,2026-01-25,上海,分期,已结课
STU13849,张玉珍,少儿游泳,少儿自由泳提高班,14,135,1890,2025-12-10,西安,支付宝,已报名
STU13850,杨亮,成人游泳,成人自由泳速成班,37,240,8880,2025-09-14,杭州,微信支付,已退费
STU13851,张桂香,少儿游泳,少儿蛙泳基础班,23,220,5060,2025-09-24,重庆,微信支付,已结课
STU13852,张博,亲子游泳,亲子技能提升班,12,162,1944,2025-09-08,上海,支付宝,已结课
STU13853,何丹,成人游泳,成人蛙泳入门班,25,149,3725,2025-11-07,重庆,银行卡,已结课
STU13854,陈东,亲子游泳,亲子启蒙班,26,212,5512,2025-12-10,南京,微信支付,已结课
STU13855,徐慧,亲子游泳,亲子水上游戏课,32,119,3808,2026-02-15,武汉,支付宝,已开课
STU13856,李霞,亲子游泳,亲子互动班,17,180,3060,2026-02-17,武汉,分期,已结课
STU13857,梁建国,少儿游泳,少儿蛙泳基础班,30,192,5760,2025-09-08,深圳,分期,已结课
STU13858,李欢,成人游泳,成人蛙泳入门班,37,182,6734,2025-09-06,北京,银行卡,已结课
STU13859,王颖,私教课程,私教包月套餐,48,181,8688,2026-02-02,深圳,支付宝,已退费
STU13860,高龙,成人游泳,成人自由泳速成班,39,95,3705,2026-02-22,南京,分期,已结课
STU13861,黄峰,少儿游泳,少儿蝶泳精英班,14,150,2100,2026-01-22,成都,支付宝,已开课
STU13862,何璐,成人游泳,成人水中健身课,23,87,2001,2025-12-13,南京,分期,已结课
STU13863,陈强,私教课程,一对三私教课,44,214,9416,2026-02-07,广州,支付宝,已结课
STU13864,曾俊,考级课程,等级考试预备班,46,206,9476,2026-01-13,南京,分期,已结课
STU13865,高瑜,成人游泳,成人水中健身课,45,166,7470,2025-12-01,南京,微信支付,已开课
STU13866,周平,少儿游泳,少儿蝶泳精英班,11,134,1474,2026-01-11,广州,支付宝,已结课
STU13867,周宇,考级课程,一级考级冲刺班,45,205,9225,2026-01-23,深圳,支付宝,已退费
STU13868,方颖,考级课程,等级考试预备班,12,146,1752,2025-12-15,杭州,现金,已开课
STU13869,杨楠,私教课程,私教包月套餐,36,150,5400,2026-01-01,杭州,微信支付,已开课
STU13870,李冬梅,亲子游泳,亲子启蒙班,18,89,1602,2025-09-28,武汉,银行卡,已开课
STU13871,刘凤英,成人游泳,成人减脂游泳班,40,182,7280,2025-12-01,西安,银行卡,已报名
STU13872,张飞,少儿游泳,少儿蛙泳基础班,27,144,3888,2025-12-04,武汉,支付宝,已结课
STU13873,赵旭,集训课程,国庆集训班,3,1938,5814,2025-09-18,上海,现金,已结课
STU13874,陈伟,少儿游泳,少儿蛙泳基础班,29,178,5162,2025-10-21,成都,微信支付,已报名
STU13875,胡小红,考级课程,一级考级冲刺班,35,85,2975,2025-11-27,南京,银行卡,已开课
STU13876,姚小红,私教课程,一对三私教课,21,181,3801,2025-11-03,成都,分期,已结课
STU13877,司梅,成人游泳,成人减脂游泳班,38,102,3876,2025-09-07,深圳,银行卡,已结课
STU13878,陈桂珍,集训课程,国庆集训班,3,2904,8712,2025-11-26,重庆,银行卡,已结课
STU13879,毕磊,亲子游泳,亲子启蒙班,10,139,1390,2025-09-23,上海,分期,已退费
STU13880,熊英,集训课程,寒假集训营,1,2516,2516,2025-10-27,西安,现金,已结课
STU13881,熊玉梅,亲子游泳,亲子技能提升班,18,105,1890,2025-12-23,深圳,现金,已结课
STU13882,饶秀云,成人游泳,成人水中健身课,13,228,2964,2026-02-21,武汉,微信支付,已退费
STU13883,曾玉珍,考级课程,一级考级冲刺班,26,87,2262,2026-02-02,重庆,微信支付,已结课
STU13884,徐华,私教课程,一对一私教课,44,109,4796,2026-02-25,杭州,微信支付,已开课
STU13885,王莉,考级课程,二级考级专项班,45,149,6705,2025-12-31,武汉,微信支付,已报名
STU13886,陈兵,亲子游泳,亲子互动班,41,226,9266,2026-02-17,重庆,银行卡,已结课
STU13887,杨文,少儿游泳,少儿仰泳专项班,21,232,4872,2025-11-05,杭州,分期,已结课
STU13888,董凤英,亲子游泳,亲子技能提升班,28,115,3220,2026-02-26,武汉,银行卡,已结课
STU13889,罗峰,成人游泳,成人减脂游泳班,31,123,3813,2025-09-04,上海,现金,已退费
STU13890,杨璐,集训课程,暑期集训营,3,2415,7245,2025-11-18,武汉,分期,已结课
STU13891,胡璐,私教课程,一对三私教课,47,127,5969,2026-02-20,上海,现金,已结课
STU13892,孙婷婷,考级课程,一级考级冲刺班,20,188,3760,2026-01-10,重庆,现金,已结课
STU13893,张婷婷,集训课程,暑期集训营,1,1685,1685,2025-12-29,西安,微信支付,已报名
STU13894,宋小红,集训课程,国庆集训班,3,2843,8529,2025-12-13,上海,支付宝,已报名
STU13895,潘峰,私教课程,一对三私教课,45,152,6840,2025-10-15,深圳,银行卡,已结课
STU13896,高玉梅,成人游泳,成人自由泳速成班,50,134,6700,2026-02-20,西安,现金,已结课
STU13897,黄洁,亲子游泳,亲子水上游戏课,46,222,10212,2025-10-24,北京,支付宝,已结课
STU13898,周波,私教课程,私教包月套餐,27,243,6561,2025-12-30,上海,微信支付,已开课
STU13899,李丽华,考级课程,一级考级冲刺班,14,214,2996,2025-12-29,北京,分期,已结课
STU13900,顾军,私教课程,一对一私教课,10,204,2040,2025-10-01,上海,现金,已报名
STU13901,殷玉珍,私教课程,私教包月套餐,26,145,3770,2026-02-14,上海,微信支付,已退费
STU13902,蔡帅,考级课程,一级考级冲刺班,13,227,2951,2025-11-17,广州,银行卡,已结课
STU13903,张玉华,亲子游泳,亲子互动班,43,219,9417,2025-11-26,广州,支付宝,已结课
STU13904,谢倩,集训课程,考前集中训练营,2,2645,5290,2026-01-05,武汉,微信支付,已报名
STU13905,姚英,考级课程,等级考试预备班,50,117,5850,2025-10-15,南京,微信支付,已开课
STU13906,张敏,集训课程,暑期集训营,3,3484,10452,2025-10-13,成都,现金,已结课
STU13907,刘雪梅,考级课程,等级考试预备班,49,184,9016,2025-12-15,北京,支付宝,已结课
STU13908,姜文,私教课程,一对二私教课,45,135,6075,2026-02-13,南京,现金,已报名
STU13909,黄华,私教课程,私教包月套餐,43,114,4902,2025-09-01,北京,支付宝,已结课
STU13910,谢帅,集训课程,考前集中训练营,1,3203,3203,2026-01-30,北京,现金,已报名
STU13911,陈飞,成人游泳,成人减脂游泳班,43,95,4085,2026-01-10,成都,现金,已结课
STU13912,张秀华,考级课程,一级考级冲刺班,20,89,1780,2026-02-28,北京,分期,已退费
STU13913,赵杨,考级课程,一级考级冲刺班,27,209,5643,2025-10-10,成都,现金,已结课
STU13914,陶桂兰,考级课程,三级考级集训班,36,125,4500,2025-11-28,北京,现金,已结课
STU13915,张婷,集训课程,国庆集训班,2,2308,4616,2025-10-05,成都,现金,已开课
STU13916,赵璐,集训课程,国庆集训班,1,3083,3083,2025-10-12,西安,微信支付,已结课
STU13917,李柳,考级课程,二级考级专项班,41,202,8282,2025-09-01,北京,支付宝,已开课
STU13918,孙坤,成人游泳,成人自由泳速成班,13,127,1651,2025-10-16,成都,分期,已退费
STU13919,齐超,成人游泳,成人蛙泳入门班,23,112,2576,2025-12-09,杭州,银行卡,已开课
STU13920,朱宇,私教课程,私教包月套餐,24,141,3384,2025-09-09,武汉,银行卡,已结课
STU13921,何雪,少儿游泳,少儿蝶泳精英班,24,165,3960,2025-11-27,广州,支付宝,已开课
STU13922,毕艳,亲子游泳,亲子水上游戏课,33,111,3663,2026-01-21,深圳,现金,已结课
STU13923,金建,考级课程,等级考试预备班,13,171,2223,2025-10-24,成都,现金,已结课
STU13924,王萍,成人游泳,成人自由泳速成班,18,206,3708,2025-10-26,杭州,支付宝,已报名
STU13925,杨海燕,私教课程,私教包月套餐,20,213,4260,2025-10-06,深圳,现金,已结课
STU13926,魏丽娟,成人游泳,成人水中健身课,47,133,6251,2025-10-30,深圳,现金,已结课
STU13927,钱鹏,集训课程,暑期集训营,1,2612,2612,2025-11-19,广州,支付宝,已开课
STU13928,王敏,少儿游泳,少儿自由泳提高班,38,82,3116,2025-10-19,深圳,支付宝,已结课
STU13929,蒋荣,集训课程,寒假集训营,3,2075,6225,2026-02-10,上海,支付宝,已开课
STU13930,徐红,亲子游泳,亲子启蒙班,27,198,5346,2025-09-26,重庆,分期,已结课
STU13931,张英,集训课程,国庆集训班,3,2887,8661,2025-12-17,重庆,现金,已结课
STU13932,崔亮,集训课程,考前集中训练营,2,2256,4512,2025-12-01,杭州,银行卡,已结课
STU13933,罗淑华,集训课程,寒假集训营,1,2252,2252,2026-02-26,西安,支付宝,已结课
STU13934,林飞,集训课程,寒假集训营,2,2092,4184,2025-10-08,武汉,支付宝,已结课
STU13935,宁丽,考级课程,三级考级集训班,43,215,9245,2025-10-23,杭州,支付宝,已结课
STU13936,王峰,考级课程,一级考级冲刺班,50,226,11300,2025-12-26,重庆,分期,已结课
STU13937,朱丹,集训课程,寒假集训营,3,1932,5796,2025-09-06,深圳,支付宝,已报名
STU13938,农明,考级课程,二级考级专项班,47,187,8789,2025-12-02,上海,微信支付,已报名
STU13939,唐超,少儿游泳,少儿蝶泳精英班,37,191,7067,2026-02-14,西安,现金,已结课
STU13940,黄颖,少儿游泳,少儿蝶泳精英班,39,137,5343,2026-01-05,成都,现金,已报名
STU13941,刘敏,私教课程,私教包月套餐,25,116,2900,2025-12-01,重庆,微信支付,已结课
STU13942,郭秀梅,少儿游泳,少儿自由泳提高班,43,165,7095,2025-10-08,武汉,现金,已开课
STU13943,郝亮,少儿游泳,少儿仰泳专项班,32,224,7168,2025-11-01,武汉,银行卡,已开课
STU13944,黄佳,集训课程,考前集中训练营,1,2721,2721,2026-02-05,南京,分期,已开课
STU13945,薛鑫,成人游泳,成人水中健身课,30,153,4590,2025-12-21,南京,支付宝,已报名
STU13946,郝萍,少儿游泳,少儿蝶泳精英班,23,88,2024,2025-09-24,北京,支付宝,已结课
STU13947,汪楠,亲子游泳,亲子互动班,34,176,5984,2025-10-13,南京,现金,已结课
STU13948,洪楠,亲子游泳,亲子互动班,21,123,2583,2025-10-23,杭州,分期,已结课
STU13949,张博,考级课程,一级考级冲刺班,48,96,4608,2025-12-10,北京,微信支付,已结课
STU13950,胡建,少儿游泳,少儿蛙泳基础班,29,220,6380,2025-12-11,北京,现金,已开课
STU13951,曾桂荣,集训课程,寒假集训营,2,2133,4266,2025-12-24,西安,分期,已结课
STU13952,张琴,成人游泳,成人减脂游泳班,42,171,7182,2026-02-09,杭州,微信支付,已结课
STU13953,王阳,亲子游泳,亲子启蒙班,49,85,4165,2026-01-05,上海,现金,已开课
STU13954,黄婷婷,集训课程,国庆集训班,3,3444,10332,2025-09-04,杭州,银行卡,已结课
STU13955,陈峰,成人游泳,成人水中健身课,36,191,6876,2025-11-16,杭州,现金,已结课
STU13956,杨淑英,集训课程,寒假集训营,3,2402,7206,2025-09-15,南京,支付宝,已结课
STU13957,姜秀兰,考级课程,等级考试预备班,31,179,5549,2025-09-23,西安,支付宝,已结课
STU13958,任帅,私教课程,私教包月套餐,38,103,3914,2026-01-17,西安,支付宝,已退费
STU13959,李洁,私教课程,一对二私教课,26,170,4420,2026-01-09,南京,分期,已开课
STU13960,郭红霞,少儿游泳,少儿蝶泳精英班,20,162,3240,2025-09-12,西安,分期,已结课
STU13961,何冬梅,集训课程,考前集中训练营,2,2305,4610,2026-02-11,广州,银行卡,已退费
STU13962,谭娟,私教课程,一对二私教课,32,144,4608,2026-01-31,南京,支付宝,已退费
STU13963,马雷,成人游泳,成人蛙泳入门班,32,179,5728,2026-01-08,武汉,微信支付,已报名
STU13964,江燕,考级课程,等级考试预备班,23,164,3772,2025-12-17,重庆,银行卡,已开课
STU13965,邹桂芳,少儿游泳,少儿仰泳专项班,47,95,4465,2025-12-13,杭州,现金,已开课
STU13966,李玲,亲子游泳,亲子启蒙班,15,189,2835,2025-09-30,南京,微信支付,已退费
STU13967,冯博,成人游泳,成人减脂游泳班,30,169,5070,2025-12-14,西安,微信支付,已结课
STU13968,赵涛,集训课程,暑期集训营,1,3113,3113,2025-10-02,南京,分期,已结课
STU13969,王旭,成人游泳,成人自由泳速成班,33,113,3729,2025-12-16,成都,微信支付,已报名
STU13970,廖帆,成人游泳,成人水中健身课,30,80,2400,2025-09-07,广州,分期,已开课
STU13971,刘莉,亲子游泳,亲子互动班,43,82,3526,2025-09-08,上海,支付宝,已结课
STU13972,喻婷婷,私教课程,私教包月套餐,16,218,3488,2026-01-22,北京,现金,已结课
STU13973,聂佳,集训课程,暑期集训营,3,2104,6312,2026-01-27,上海,支付宝,已退费
STU13974,王阳,集训课程,国庆集训班,1,3296,3296,2025-10-01,重庆,微信支付,已结课
STU13975,李飞,集训课程,寒假集训营,3,2343,7029,2025-09-21,西安,现金,已结课
STU13976,韦桂珍,亲子游泳,亲子启蒙班,40,81,3240,2026-02-12,杭州,分期,已退费
STU13977,何利,考级课程,一级考级冲刺班,20,222,4440,2025-12-03,北京,现金,已退费
STU13978,王秀英,集训课程,暑期集训营,3,2365,7095,2025-10-27,深圳,支付宝,已报名
STU13979,阮宁,成人游泳,成人水中健身课,46,170,7820,2025-10-05,北京,分期,已结课
STU13980,杨淑珍,私教课程,一对一私教课,13,134,1742,2026-02-21,上海,现金,已结课
STU13981,李俊,考级课程,二级考级专项班,34,119,4046,2025-11-05,西安,微信支付,已开课
STU13982,丁敏,少儿游泳,少儿蛙泳基础班,21,186,3906,2025-10-04,北京,支付宝,已退费
STU13983,刘桂兰,亲子游泳,亲子技能提升班,14,189,2646,2026-02-20,上海,支付宝,已报名
STU13984,陈帅,考级课程,三级考级集训班,13,244,3172,2025-10-02,广州,支付宝,已结课
STU13985,赵兰英,考级课程,一级考级冲刺班,22,95,2090,2025-12-01,重庆,分期,已结课
STU13986,常丽,考级课程,一级考级冲刺班,13,189,2457,2025-10-27,上海,银行卡,已结课
STU13987,陈莹,私教课程,私教包月套餐,45,248,11160,2026-02-27,重庆,微信支付,已结课
STU13988,刘鑫,考级课程,三级考级集训班,50,107,5350,2025-12-13,西安,微信支付,已退费
STU13989,周丽,私教课程,一对一私教课,32,121,3872,2025-09-13,深圳,现金,已报名
STU13990,应宇,少儿游泳,少儿蝶泳精英班,27,106,2862,2026-01-21,北京,银行卡,已开课
STU13991,陈林,亲子游泳,亲子启蒙班,44,99,4356,2026-01-06,上海,银行卡,已报名
STU13992,汪飞,考级课程,一级考级冲刺班,27,188,5076,2025-11-07,杭州,分期,已结课
STU13993,易洁,少儿游泳,少儿蝶泳精英班,10,231,2310,2025-11-25,西安,微信支付,已结课
STU13994,彭涛,成人游泳,成人减脂游泳班,26,167,4342,2026-01-31,西安,支付宝,已结课
STU13995,张金凤,集训课程,国庆集训班,3,2839,8517,2025-10-07,重庆,银行卡,已报名
STU13996,连利,成人游泳,成人蛙泳入门班,28,238,6664,2026-02-14,武汉,现金,已开课
STU13997,施琳,成人游泳,成人水中健身课,39,183,7137,2026-02-02,上海,分期,已结课
STU13998,郭志强,成人游泳,成人蛙泳入门班,16,180,2880,2025-11-13,武汉,支付宝,已结课
STU13999,蒋雷,集训课程,考前集中训练营,1,2461,2461,2026-02-20,成都,分期,已开课
STU14000,王华,少儿游泳,少儿自由泳提高班,34,113,3842,2025-12-24,成都,微信支付,已报名
STU14001,雷佳,亲子游泳,亲子水上游戏课,18,218,3924,2025-09-03,深圳,银行卡,已结课
STU14002,唐东,成人游泳,成人水中健身课,35,220,7700,2026-02-09,成都,现金,已结课
STU14003,周建,少儿游泳,少儿蝶泳精英班,33,176,5808,2026-01-06,武汉,银行卡,已报名
STU14004,刘峰,少儿游泳,少儿仰泳专项班,41,113,4633,2025-10-08,南京,支付宝,已开课
STU14005,李莉,成人游泳,成人水中健身课,19,167,3173,2025-12-09,北京,微信支付,已结课
STU14006,陈晨,集训课程,国庆集训班,3,2299,6897,2025-12-25,广州,微信支付,已开课
STU14007,吴晶,少儿游泳,少儿仰泳专项班,19,82,1558,2025-10-29,南京,支付宝,已结课
STU14008,杨利,成人游泳,成人蛙泳入门班,42,149,6258,2025-12-15,北京,银行卡,已结课
STU14009,张梅,考级课程,一级考级冲刺班,28,249,6972,2025-10-09,广州,微信支付,已报名
STU14010,陈健,少儿游泳,少儿自由泳提高班,47,149,7003,2025-10-28,上海,银行卡,已退费
STU14011,夏荣,集训课程,暑期集训营,2,3265,6530,2026-01-03,西安,支付宝,已开课
STU14012,邓旭,成人游泳,成人减脂游泳班,40,231,9240,2025-10-09,杭州,微信支付,已结课
STU14013,吴凤英,少儿游泳,少儿蛙泳基础班,37,215,7955,2025-09-24,深圳,现金,已结课
STU14014,王兰英,考级课程,等级考试预备班,42,107,4494,2025-09-11,重庆,现金,已开课
STU14015,张晨,私教课程,一对二私教课,36,168,6048,2026-01-11,重庆,现金,已结课
STU14016,王秀梅,集训课程,国庆集训班,2,2532,5064,2025-11-12,南京,支付宝,已结课
STU14017,阮晶,集训课程,国庆集训班,3,2570,7710,2025-10-07,深圳,现金,已结课
STU14018,范秀芳,成人游泳,成人水中健身课,29,155,4495,2025-10-03,南京,支付宝,已开课
STU14019,毛丽华,少儿游泳,少儿蝶泳精英班,43,222,9546,2026-01-20,北京,银行卡,已报名
STU14020,王红梅,成人游泳,成人水中健身课,31,173,5363,2026-01-13,广州,分期,已退费
STU14021,李秀云,成人游泳,成人蛙泳入门班,26,192,4992,2025-12-21,成都,现金,已结课
STU14022,邵柳,考级课程,一级考级冲刺班,44,219,9636,2025-11-16,南京,分期,已结课
STU14023,殷秀英,集训课程,寒假集训营,1,2781,2781,2025-10-24,上海,支付宝,已结课
STU14024,林慧,亲子游泳,亲子技能提升班,48,128,6144,2025-10-05,成都,支付宝,已报名
STU14025,张桂珍,集训课程,暑期集训营,2,3223,6446,2025-09-22,杭州,银行卡,已开课
STU14026,胡伟,集训课程,暑期集训营,1,3149,3149,2025-11-11,杭州,银行卡,已报名
STU14027,徐志强,考级课程,三级考级集训班,29,170,4930,2025-11-19,杭州,支付宝,已开课
STU14028,安婷婷,考级课程,三级考级集训班,16,111,1776,2025-12-02,深圳,支付宝,已结课
STU14029,刘秀云,私教课程,私教包月套餐,20,239,4780,2026-02-05,武汉,微信支付,已报名
STU14030,李帅,少儿游泳,少儿自由泳提高班,50,157,7850,2025-11-17,重庆,分期,已结课
STU14031,王利,集训课程,国庆集训班,3,2968,8904,2025-09-18,西安,分期,已结课
STU14032,葛玲,亲子游泳,亲子水上游戏课,13,113,1469,2026-01-25,重庆,支付宝,已结课
STU14033,何雪,私教课程,一对二私教课,39,191,7449,2025-10-27,西安,支付宝,已结课
STU14034,王鹏,私教课程,一对一私教课,23,134,3082,2025-10-13,广州,支付宝,已结课
STU14035,郭杨,私教课程,一对三私教课,45,90,4050,2025-12-22,北京,银行卡,已结课
STU14036,许秀兰,集训课程,暑期集训营,2,2998,5996,2026-01-13,深圳,现金,已结课
STU14037,刘峰,私教课程,私教包月套餐,40,207,8280,2025-12-27,北京,支付宝,已结课
STU14038,陈荣,亲子游泳,亲子技能提升班,35,83,2905,2025-12-06,广州,支付宝,已结课
STU14039,蔡秀华,考级课程,一级考级冲刺班,17,126,2142,2026-02-13,西安,支付宝,已报名
STU14040,崔红霞,成人游泳,成人减脂游泳班,44,122,5368,2025-11-06,武汉,支付宝,已结课
STU14041,刘东,集训课程,寒假集训营,3,1921,5763,2025-09-03,杭州,银行卡,已结课
STU14042,马洋,亲子游泳,亲子互动班,12,182,2184,2025-12-11,北京,银行卡,已结课
STU14043,马桂英,成人游泳,成人蛙泳入门班,21,131,2751,2025-11-07,深圳,银行卡,已结课
STU14044,李霞,集训课程,国庆集训班,3,3298,9894,2025-09-24,上海,分期,已结课
STU14045,卢楠,亲子游泳,亲子技能提升班,16,119,1904,2025-10-17,上海,微信支付,已结课
STU14046,陈春梅,集训课程,寒假集训营,2,2641,5282,2025-12-31,北京,银行卡,已结课
STU14047,宋梅,集训课程,寒假集训营,2,2016,4032,2026-01-14,上海,微信支付,已结课
STU14048,康淑珍,集训课程,国庆集训班,3,2216,6648,2026-01-20,南京,分期,已退费
STU14049,李东,成人游泳,成人蛙泳入门班,49,143,7007,2025-10-21,上海,支付宝,已结课
STU14050,朱刚,亲子游泳,亲子互动班,35,166,5810,2025-10-16,武汉,现金,已结课
STU14051,翁宁,考级课程,三级考级集训班,40,204,8160,2025-10-24,南京,分期,已结课
STU14052,吴鹏,成人游泳,成人水中健身课,15,204,3060,2026-01-31,上海,分期,已开课
STU14053,周博,考级课程,等级考试预备班,45,247,11115,2025-11-16,广州,现金,已结课
STU14054,刘倩,成人游泳,成人自由泳速成班,22,235,5170,2026-02-21,武汉,现金,已报名
STU14055,成海燕,少儿游泳,少儿蛙泳基础班,16,99,1584,2025-09-28,南京,银行卡,已结课
STU14056,杨辉,少儿游泳,少儿仰泳专项班,28,126,3528,2025-12-15,杭州,现金,已结课
STU14057,黄磊,少儿游泳,少儿仰泳专项班,47,234,10998,2026-01-13,成都,微信支付,已结课
STU14058,张彬,亲子游泳,亲子技能提升班,39,235,9165,2026-02-16,重庆,分期,已退费
STU14059,丁龙,私教课程,私教包月套餐,24,215,5160,2025-09-07,成都,现金,已结课
STU14060,陈军,考级课程,三级考级集训班,39,250,9750,2025-12-25,广州,微信支付,已结课
STU14061,徐海燕,亲子游泳,亲子启蒙班,12,126,1512,2025-12-27,广州,现金,已开课
STU14062,乔欢,集训课程,寒假集训营,1,2245,2245,2025-12-09,重庆,分期,已结课
STU14063,张冬梅,成人游泳,成人水中健身课,33,238,7854,2025-09-27,南京,银行卡,已退费
STU14064,赵博,亲子游泳,亲子互动班,20,205,4100,2025-10-01,上海,银行卡,已开课
STU14065,周波,考级课程,等级考试预备班,39,207,8073,2025-10-17,成都,微信支付,已结课
STU14066,牟丹丹,考级课程,三级考级集训班,42,167,7014,2026-01-20,西安,分期,已结课
STU14067,刘志强,少儿游泳,少儿蛙泳基础班,43,167,7181,2025-12-31,深圳,银行卡,已结课
STU14068,李娜,亲子游泳,亲子技能提升班,23,129,2967,2025-12-15,杭州,银行卡,已结课
STU14069,李华,少儿游泳,少儿自由泳提高班,34,131,4454,2025-12-11,武汉,现金,已结课
STU14070,王利,私教课程,私教包月套餐,26,165,4290,2026-02-15,成都,现金,已结课
STU14071,曹平,考级课程,二级考级专项班,38,100,3800,2026-02-08,深圳,银行卡,已结课
STU14072,胡梅,私教课程,一对三私教课,12,243,2916,2025-09-07,南京,支付宝,已结课
STU14073,苏建华,成人游泳,成人蛙泳入门班,45,149,6705,2026-01-13,重庆,现金,已开课
